Date,Time,TxBat(V),RSSI(dB),RX,RxBatt(V),VFR(%),Altitude(m),VSpeed(m/s),ADC2(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),Latitude, Longitude,GPS Alt(m),GPS Speed(km/h),GPS Clock(),MOTOR,Rudder,Elevator,Throttle,Aileron,Pot1,Pot2,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LS1,LS2,LS3,LS4,LS5,LS6,LS7,LS8,LS9,LS10,LS11,LS12,LS13,LS14,LS15,LS16,LS17,LS18,LS19,LS20,LS21,LS22,LS23,LS24,LS25,LS26,LS27,LS28,LS29,LS30,
2024-02-11,13:00:13.460,8.3,74,0,5.81,95,2,0.0,0.00,4.18,4.19,4.19,4.18,,,,,45.043600, 7.406700,-0.2,1,2024-02-11 13:00:12,-1024,0,0,909,0,1024,1024,0,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-11,13:00:13.580,8.3,73,0,5.68,96,2,0.0,0.00,4.18,4.19,4.19,4.18,,,,,45.043600, 7.406700,-0.2,1,2024-02-11 13:00:12,-1024,0,0,909,0,1024,1024,0,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-11,13:00:13.690,8.3,74,0,5.73,96,2,0.1,0.00,4.18,4.19,4.19,4.18,,,,,45.043600, 7.406700,-0.2,1,2024-02-11 13:00:12,-1024,0,0,909,0,1024,1024,0,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-11,13:00:13.800,8.3,74,0,5.77,95,2,0.1,0.00,4.18,4.19,4.19,4.18,,,,,45.043600, 7.406700,-0.2,1,2024-02-11 13:00:12,-1024,0,0,909,0,1024,1024,0,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-11,13:00:13.930,8.3,74,0,5.81,96,2,0.1,0.00,4.18,4.19,4.19,4.18,,,,,45.043600, 7.406700,-0.2,1,2024-02-11 13:00:12,-1024,0,0,909,0,1024,1024,0,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-11,13:00:14.060,8.3,74,0,5.85,96,2,0.1,0.00,4.18,4.19,4.19,4.18,,,,,45.043600, 7.406700,-0.4,1,2024-02-11 13:00:12,-1024,0,0,909,0,1024,1024,0,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-11,13:00:14.170,8.3,74,0,5.81,96,2,0.0,0.00,4.18,4.19,4.19,4.18,,,,,45.043600, 7.406700,-0.4,0,2024-02-11 13:00:13,-1024,0,0,908,0,1024,1024,0,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-11,13:00:14.290,8.3,74,0,5.80,96,2,0.0,0.00,4.18,4.19,4.19,4.18,,,,,45.043600, 7.406700,-0.4,0,2024-02-11 13:00:13,-1024,0,0,908,0,1024,1024,0,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-11,13:00:14.400,8.3,74,0,5.83,96,2,0.0,0.00,4.18,4.19,4.19,4.18,,,,,45.043600, 7.406700,-0.4,0,2024-02-11 13:00:13,-1024,0,0,909,0,1024,1024,0,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-11,13:00:14.520,8.3,74,0,5.82,96,2,0.0,0.00,4.18,4.19,4.19,4.18,,,,,45.043600, 7.406700,-0.4,0,2024-02-11 13:00:13,-1024,0,0,908,0,1024,1024,0,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
