Date,Time,TxBat(V),RSSI(dB),RX,RxBatt(V),VFR(%),Altitude(m),VSpeed(m/s),ADC2(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),Latitude, Longitude,GPS Alt(m),GPS Speed(km/h),GPS Clock(),MOTOR,Rudder,Elevator,Throttle,Aileron,Pot1,Pot2,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LS1,LS2,LS3,LS4,LS5,LS6,LS7,LS8,LS9,LS10,LS11,LS12,LS13,LS14,LS15,LS16,LS17,LS18,LS19,LS20,LS21,LS22,LS23,LS24,LS25,LS26,LS27,LS28,LS29,LS30,
2024-02-11,14:00:29.780,8.2,73,0,4.86,100,,,0.00,,,,,,,,,,,,,,-1024,0,0,-955,0,1024,1024,0,-1022,1,-1,1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,14:00:29.870,8.2,73,0,4.91,100,,,0.00,,,,,,,,,,,,,,-1024,0,0,-678,183,1024,1024,0,-1022,1,-1,1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,14:00:30.000,8.2,73,0,5.02,99,,,0.00,,,,,,,,,,,,,,-1024,0,0,778,0,1024,1024,0,-1022,1,-1,1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,14:00:30.130,8.2,73,0,5.21,99,,,0.00,,,,,,,,,,,,,,-1024,0,0,814,0,1024,1024,0,-1022,1,-1,1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,14:00:30.250,8.2,74,0,5.35,98,,,0.00,,,,,,,,,,,,,,-1024,0,0,840,-45,1024,1024,0,-1022,1,-1,1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,14:00:30.360,8.2,74,0,5.49,97,,,0.00,,,,,,,,,,,,,,-1024,0,0,842,0,1024,1024,0,-1022,1,-1,1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,14:00:30.470,8.2,74,0,5.59,97,,,0.00,,,,,,,,,,,,,,-1024,0,0,699,0,1024,1024,0,-1022,1,-1,1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,14:00:30.590,8.2,74,0,5.64,97,,,0.00,,,,,,,,,,,,,,-1024,0,0,691,0,1024,1024,0,-1022,1,-1,1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,14:00:30.720,8.2,74,0,5.76,97,,,0.00,,,,,,,,,,,,,,-1024,0,0,685,0,1024,1024,0,-1021,1,-1,1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,14:00:30.840,8.2,74,0,5.79,97,,,0.00,,,,,,,,,,,,,,-1024,0,0,683,0,1024,1024,0,-1022,1,-1,1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
