Date,Time,TxBat(V),RSSI(dB),RX,RxBatt(V),VFR(%),Altitude(m),VSpeed(m/s),ADC2(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),Latitude, Longitude,GPS Alt(m),GPS Speed(km/h),GPS Clock(),MOTOR,Rudder,Elevator,Throttle,Aileron,Pot1,Pot2,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LS1,LS2,LS3,LS4,LS5,LS6,LS7,LS8,LS9,LS10,LS11,LS12,LS13,LS14,LS15,LS16,LS17,LS18,LS19,LS20,LS21,LS22,LS23,LS24,LS25,LS26,LS27,LS28,LS29,LS30,
2024-02-11,12:19:16.100,8.4,57,0,5.59,100,,,0.00,,,,,,,,,,,,,,-1024,0,0,1023,0,1024,1024,-630,0,1,-1,1,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,12:19:16.190,8.4,66,0,5.69,100,,,0.00,,,,,,,,,,,,,,-1024,0,0,1023,0,1024,1024,-630,0,1,-1,1,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,12:19:16.320,8.3,68,0,5.72,100,,,0.00,,,,,,,,,,,,,,-1024,0,0,1024,0,1024,1024,-630,0,1,-1,1,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,12:19:16.460,8.4,71,0,5.74,100,,,0.00,,,,,,,,,,,,,,-1024,0,0,1023,0,1024,1024,-630,0,1,-1,1,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,12:19:16.590,8.3,72,0,5.74,100,,,0.00,,,,,,,,,,,,,,-1024,0,0,1024,0,1024,1024,-630,0,1,-1,1,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,12:19:16.730,8.4,72,0,5.73,100,,,0.00,,,,,,,,,,,,,,-1024,0,0,1023,0,1024,1024,-631,0,1,-1,1,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,12:19:16.860,8.4,73,0,5.74,100,,,0.00,,,,,,,,,,,,,,-1024,0,0,1024,0,1024,1024,-630,0,1,-1,1,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,12:19:16.990,8.4,73,0,5.76,100,,,0.00,,,,,,,,,,,,,,-1024,0,0,1024,0,1024,1024,-630,0,1,-1,1,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,12:19:17.130,8.4,73,0,5.77,100,,,0.00,,,,,,,,,,,,,,-1024,0,0,1023,0,1024,1024,-630,0,1,-1,1,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-11,12:19:17.260,8.4,74,0,5.75,100,,,0.00,,,,,,,,,,,,,,-1024,0,0,1023,0,1024,1024,-630,0,1,-1,1,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
