Date,Time,TxBat(V),RSSI(dB),RX,RxBatt(V),VFR(%),Altitude(m),VSpeed(m/s),ADC2(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),Latitude, Longitude,GPS Alt(m),GPS Speed(km/h),GPS Clock(),Rudder,Elevator,Throttle,Aileron,Pot1,Pot2,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LS1,LS2,LS3,LS4,LS5,LS6,LS7,LS8,LS9,LS10,LS11,LS12,LS13,LS14,LS15,LS16,LS17,LS18,LS19,LS20,LS21,LS22,LS23,LS24,LS25,LS26,LS27,LS28,LS29,LS30,
2024-02-02,12:41:48.890,8.4,66,0,5.79,91,37,-0.4,0.00,4.05,4.07,4.07,4.12,,,,,45.043125, 7.406750,40.4,23,,0,0,1023,0,1024,1024,-385,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-02,12:41:48.010,8.4,67,0,5.77,91,37,-0.6,0.00,4.05,4.07,4.07,4.12,,,,,45.043125, 7.406750,40.4,23,2024-02-02 12:41:47,0,0,1023,0,1024,1024,-385,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-02,12:41:48.130,8.4,67,0,5.78,91,37,-0.6,0.00,4.05,4.07,4.07,4.12,,,,,45.043125, 7.406750,40.4,23,2024-02-02 12:41:47,0,0,1024,-25,1024,1024,-385,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-02,12:41:48.260,8.4,68,0,5.78,91,37,-0.7,0.00,4.05,4.07,4.07,4.12,,,,,45.043125, 7.406750,40.4,23,2024-02-02 12:41:47,0,-26,1024,-126,1024,1024,-385,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-02,12:41:49.400,8.4,68,0,5.78,92,37,-0.8,0.00,4.05,4.07,4.07,4.12,,,,,45.043013, 7.407025,40.4,23,2024-02-02 12:41:47,0,-59,1024,-129,1024,1024,-385,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-02,12:41:49.530,8.4,66,0,5.78,92,37,-0.8,0.00,4.05,4.07,4.07,4.12,,,,,45.043013, 7.407025,39.9,24,2024-02-02 12:41:48,0,-89,1023,-136,1024,1024,-385,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-02,12:41:49.660,8.4,65,0,5.78,93,36,-0.8,0.00,4.05,4.07,4.07,4.12,,,,,45.043013, 7.407025,39.9,24,2024-02-02 12:41:48,0,-98,1024,-46,1024,1024,-385,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-02,12:41:49.790,8.4,64,0,5.81,94,36,-0.8,0.00,4.05,4.07,4.07,4.12,,,,,45.043013, 7.407025,39.9,24,2024-02-02 12:41:48,0,-94,1024,0,1024,1024,-386,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-02,12:41:49.920,8.4,65,0,5.84,94,36,-0.9,0.00,4.05,4.07,4.07,4.12,,,,,45.043013, 7.407025,39.9,24,2024-02-02 12:41:48,0,-82,1024,0,1024,1024,-385,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024-02-02,12:41:49.050,8.4,65,0,5.86,94,36,-0.9,0.00,4.05,4.07,4.07,4.12,,,,,45.043013, 7.407025,39.9,24,2024-02-02 12:41:48,0,-54,1023,0,1024,1024,-385,1024,0,-1,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
