Date,Time,TxBat(V),RSSI(dB),RX,RxBatt(V),VFR(%),Altitude(m),VSpeed(m/s),ADC2(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),Latitude, Longitude,GPS Alt(m),GPS Speed(km/h),GPS Clock(),Rudder,Elevator,Throttle,Aileron,Pot1,Pot2,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LS1,LS2,LS3,LS4,LS5,LS6,LS7,LS8,LS9,LS10,LS11,LS12,LS13,LS14,LS15,LS16,LS17,LS18,LS19,LS20,LS21,LS22,LS23,LS24,LS25,LS26,LS27,LS28,LS29,LS30,
2024-02-02,13:52:07.000,8.3,74,0,5.85,100,0,0.0,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:05,0,0,1020,0,1024,1024,-113,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:07.130,8.3,74,0,5.87,100,0,-0.1,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:05,0,0,1021,0,1024,1024,-112,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:07.250,8.3,74,0,5.88,100,0,-0.1,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:05,0,0,1021,0,1024,1024,-113,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:07.370,8.2,74,0,5.86,100,0,-0.1,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:05,0,0,1020,0,1024,1024,-112,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:07.480,8.3,74,0,5.84,100,0,0.0,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:05,0,0,1021,0,1024,1024,-112,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:07.600,8.3,74,0,5.86,100,0,0.1,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:05,0,0,1020,0,1024,1024,-113,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:07.720,8.2,74,0,5.85,100,0,0.1,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:05,0,0,1020,0,1024,1024,-113,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:07.830,8.3,74,0,5.86,100,0,0.0,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:05,0,0,1021,0,1024,1024,-113,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:07.950,8.3,74,0,5.82,100,0,0.0,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:05,0,0,1021,0,1024,1024,-113,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:08.060,8.3,74,0,5.81,100,0,0.0,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:06,0,0,1021,0,1023,1024,-112,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:08.180,8.3,74,0,5.83,100,0,0.0,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:06,0,0,1020,0,1024,1024,-112,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:08.310,8.3,74,0,5.82,100,0,0.0,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:06,0,0,1020,0,1024,1024,-113,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:08.420,8.3,74,0,5.81,100,0,0.0,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:06,0,0,1020,0,1024,1024,-113,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:08.540,8.3,74,0,5.82,100,0,0.0,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:06,0,0,1020,0,1024,1024,-112,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:08.660,8.3,74,0,5.82,100,0,0.0,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:06,0,0,1021,0,1024,1024,-113,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:08.790,8.3,74,0,5.81,100,0,0.1,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:06,0,0,1021,0,1024,1024,-113,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:08.910,8.3,74,0,5.80,100,0,0.1,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:06,0,0,1020,0,1024,1024,-113,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:09.040,8.2,74,0,5.83,100,0,0.0,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:07,0,0,1021,0,1024,1024,-113,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:09.160,8.3,74,0,5.82,100,0,0.0,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:07,0,0,1020,0,1024,1024,-113,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024-02-02,13:52:09.270,8.3,74,0,5.81,100,0,-0.1,0.00,4.18,4.19,4.19,4.19,,,,,45.043300, 7.406300,2.3,0,2024-02-02 13:52:07,0,0,1021,0,1024,1024,-113,1024,0,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
